id;titulo;categoria;dificuldade;tempo_total;calorias;rating;ingredientes;passos;criterios;imagem
154;New york roll salgado, sabor pesto, feito com 4 ingredientes;Entrada;Muito Fácil;1 h 10 m;1068 Kcal;4;1 massa folhada retangular | 150 gr de Philadelphia (queijo creme) | 100 gr de pesto verde (ou outro) | 1 ovo | sementes de papoula (opcional) | manjericão (opcional);Pré-aquecido o forno a 200°C. Abra a massa e corte-as em 7 tiras, todas no sentido comprimento. | Espalhe o creamcheese sobre a massa mas deixe um pouco pois iremos usá-lo também na etapa 7. | Enrole a primeira tira sobre ela mesma, adicione a segunda tira e continue a enrolá-la. Repita a operação com a terceira tira e meia. | No total, teremos 2 rolos feitos com 3 tiras e meia. Coloque as 2 formas redondas e untadas na assadeira já forrada com papel vegetal (papel manteiga) e dentro, os 2 rolos. | Pincele-os com ovo batido. Polvilhe com papoula (ou chia). Cubra os dois rolos com um pirex de vidro, por exemplo. | Leve ao forno pré-aquecido a 200°C por 55 minutos. Eles devem ficar bem dourados. | Numa tigela, misture o restante do creamchesse com o pesto. Coloque este recheio num saco confeiteiro. | Com a ajuda do pauzinho, faça um furo vertical em cada rolo (serve para colocarmos o recheio). | Agora já podemos recheia-los com a ajuda do saco confeiteiro. Cubra o furo com um pouco de pesto. | Decore com folha de manjericão e pistache triturado (opcional). E bom apetite!;Vegetariano | Sem açúcar;https://pt.petitchef.com/imgupl/recipe/new-york-roll-salgado-sabor-pesto-feito-com-4-ingredientes--466771p743949.webp
155;Salada de curgete (abobrinha), queijo cabra e limão;Entrada;Muito Fácil;1 h 10 m;361 Kcal;4;2 curgetes pequenas (abobrinhas) | 150 gr de queijo cabra fresco | sumo 1/2 limão amarelo | raspas 1/2 limão amarelo | 1 cebolinho (pequeno) | 1 dente alho | 2 col. sopa azeite | sal | pimenta;Pique o cebolinho. Numa tigela, misture o sumo do limão, as raspas, o azeite, sal e pimenta. | Lave e corte as curgetes (abobrinhas) em pequenos cubos. | Corte também o queijo em pequenos pedaços. | Coloque então a curgete e o queijo na tigela. Misture bem. Deixe descansar no frio (geladeira) por 1 hora antes de servir. Bom apetite!;;https://pt.petitchef.com/imgupl/recipe/salada-de-curgete-abobrinha-queijo-cabra-e-limao--461289p726314.webp
156;Sopa de espinafre e batata;Entrada;Muito Fácil;30 min;123 Kcal;3;300 gr espinafre (fresco ou congelado) | 300 gr de batata | 1L de caldo (escolha o sabor) | 2 dentes de alho;Numa panela, cozinhe os espinafres com um pouquinho de água. | Limpe os dentes de alho e acrescente na panela. Deixe ainda cozinhar por alguns minutos. | Descasque e corte as batatas. Acrescente-as então na panela junto com 1 litro de caldo. Deixe ferver e deixe cozinhar as batatas no fogo baixo (cerca de 20 minutos). | Verifique se as batatas estão cozidas. Retire do fogo. Cuidado para não se queimar. Bata tudo (liquidificador ou mixer) até formar um creme homogêneo. A espessura da sopa fica a seu critério. | Decoração: sirva a sopa no prato. Decore com as sementes e algumas gotas de creme. Bom apetite!;Sem lactose | Sem açúcar | Sem ovo;https://pt.petitchef.com/imgupl/recipe/sopa-de-espinafre-e-batata--461979p729408.webp
157;Ostras gratinadas gourmet;Entrada;Muito Fácil;40 min;93 Kcal;2.67;6 ostras | 1 fio de azeite | 1 chalota | 100 ml vinho branco | 2 col. sopa crème fraiche | 45 gr de queijo ralado;Abra as ostras e escorra a água. Coloque-as então numa forma coberta com papel manteiga. | Refogue a chalota com um pouco de azeite. Acrescente o vinho branco e o creme. Deixe ainda no fogo por alguns minutos até reduzir o líquido. | Quando engrossar, retire e cubra as ostras com este molho. Por último, polvilhe com queijo ralado. | Leve ao forno por 15 min a 200°C. | Está pronto!;Sem ovo;https://pt.petitchef.com/imgupl/recipe/ostras-gratinadas-gourmet--461660p727957.webp
158;Ravióli de beterraba, uma entrada simples e elegante;Entrada;Muito Fácil;20 min;499 Kcal;3;225 g de beterraba cozida;Prepare o recheio: misture a ricota, as raspas de limão (guarde um pouco para a decoração), sal, pimenta e azeite de oliva. Lave a rúcula. | Prepare o molho: retire o suco de beterraba da embalagem e misture com o iogurte grego, o sal e a pimenta. | Corte a beterraba em fatias finas usando um mandolim. Use um cortador de massa para cortar as fatias em formatos redondos. Tenha cuidado para não se manchar. | Cubra os discos de beterraba com o recheio (1 a 2 colheres de chá) e adicione algumas folhas de rúcula antes de dobrar para formar o ravióli. | Despeje o molho no fundo dos pratos e coloque o ravióli no molho. | Para decorar: adicione algumas gotas de azeite de oliva, raspas de limão e folhas de rúcula. | Está pronto. Bom apetite!;Sem glúten | Sem açúcar | Sem ovo;https://pt.petitchef.com/imgupl/recipe/ravioli-de-beterraba-uma-entrada-simples-e-elegante--484828p821715.webp
159;Bruschetta de burrata, rúcula e pêssego assado;Entrada;Muito Fácil;20 min;279 Kcal;3;4 fatias de pão | 1 pêssego | 1 queijo burrata | 1 punhado de rúcula | 1 col. sopa amêndoas | 1 fio de azeite | sal | pimenta | manjericão (a gosto);Lave a rúcula e os pêssegos. Corte os pêssegos em lâminas (um pouco grossas). Quebre as amêndoas. | Na frigideira quente e anti-aderente, grelhe os pêssegos laminados. Retire-os assim que estiver dourados. | Toste as fatias de pão. | Montagem: coloque a rúcula sobre as fatias de pão. Em seguida os pedaços de pêssegos e manjericão. Verta/despeje um fio de azeite. Tempere com sal e pimenta. | Finalize com o queijo burrata e as amêndoas. Está pronto. Bom apetite!;Sem açúcar | Sem ovo;https://pt.petitchef.com/imgupl/recipe/bruschetta-de-burrata-rucula-e-pessego-assado--463686p734064.webp
160;Folhado invertido de queijo, presunto e batata;Entrada;Muito Fácil;45 min;394 Kcal;3;1 massa folhada retangular | 6 fatias presunto cru | pimenta | 3 batatas | 8 fatias de queijo (usamos raclette);Cozinhe as batatas já descascadas, numa panela com água salgada. Corte a massa folhada em 6 retângulos. | Polvihe a forma com pimenta. Coloque as fatias de presunto dobradas em 3. | Por cima, a metade do queijo. | Corte as batatas em rodelas e coloque-as por cima do queijo. | Novamente o restante do queijo. Finalize com os retângulos da massa folhada. Pique-os com a ajuda de um garfo. | Leve ao forno por 30 minutos a 180°C. Deixe amornar antes de virá-los. | Bom apetite!;Sem açúcar;https://pt.petitchef.com/imgupl/recipe/folhado-invertido-de-queijo-presunto-e-batata--467164p745155.webp
161;Tofu mexido para substituir os ovos mexidos.;Entrada;Muito Fácil;15 min;395 Kcal;2;250 gr de tofu firme (natural) | 250 gr de tofu seda (macio) | 1 col. chá caril (curry) | sal | pimenta | azeite | 2 talos de salsa (picado);Com a ajuda do garfo, amasse os tofus firme e macio. Misture-os. | Tempere com caril (curry), sal e pimenta. | Numa panela com azeite, coloque os tofus amassados e temperados. Deixe no fogo alto por cerca de 10 minutos. | Está pronto. Polvilhe com salsa picada. Bom apetite.;Sem glúten | Vegan | Vegetariano | Sem lactose | Sem açúcar | Sem ovo;https://pt.petitchef.com/imgupl/recipe/tofu-mexido-para-substituir-os-ovos-mexidos--461611p727698.webp
162;Sopa fria de rabanete;Entrada;Muito Fácil;10 min;154 Kcal;2;100 gr de rabanete | 75 gr de queijo de cabra (fresco) | 1/2 dente de alho | 2 col. sopa de leite | sal | pimenta;Limpe os rabanetes e coloque-os no copo do liquidificador. Junte o queijo, o leite, o dente de alho, sal e pimenta. Bata até ficar homogêneo. | Sirva em pequeno copos (verrinas). Finalize a decoração com rodelas de rabanete. Boa degustação.;Sem glúten | Vegetariano | Sem açúcar | Sem ovo;https://pt.petitchef.com/imgupl/recipe/sopa-fria-de-rabanete--458219p715741.webp
163;Salada de berinjela;Entrada;Muito Fácil;40 min;250 Kcal;4.53;3 berinjela s médias | 1 pimentão amarelo grande | 1 pimentão vermelho grande | 1 pimentão verde grande | 4 cebolas médias | 1(maço de ) manjericão | Azeitonas verdes fatiadas | uvas passas (sem sementes, pretas ou brancas) | 1 xícara chá de vinagre de vinho branco | 1 xícara chá de azeite de oliva | Orégaos (orégano) | Sal;Depois de bem higienizadas corte as berinjelas em quatro pedaços pelo sentido do comprimento e torne a cortar cada pedaço em quatro ou cinco. | Deixe-os numa mistura de água com um pouco de sal e um pouquinho de vinagre enquanto corta os demais legumes. | Corte também os pimentões em pedaços grandes, do tamanho das berinjelas. Descasques as cebolas e corte-as em quatro partes. | Escorra bem as berinjelas e coloque-as numa assadeira juntamente com os demais legumes que foram cortados. Junte | Metade do maço de manjericão tempere com sal junte todo o vinagre e apenas 1/4 de xícara do azeite de oliva. | Leve ao forno preaquecido e após uns 15 minutos retire e misture bem com uma colher. Volte a assadeira ao forno e deixe mais 15 minutos. | Se tiver duvidas sobre o tempo, teste furando a berinjela com a ponta de um grafo, elas devem estar macias e no fundo da assadeira ainda haverá um pouco de vinagre. Retire do forno e passe para um recipiente com tampa junte as passas, as azeitonas, orégano a gosto e o restante do azeite, misture e corrija o sal se necessário. O restante das folhinhas de manjericão pode ser acrescentado agora ou somente no momento de servir.;Sem glúten | Vegan | Vegetariano | Sem lactose | Sem açúcar | Sem ovo;https://pt.petitchef.com/imgupl/recipe/salada-de-berinjela--155997p233137.webp
164;Salada de macarrão parafuso com atum;Entrada;Médio;30 min;344 Kcal;4.35;300 g de macarrão do tipo parafuso | 1 xícara(chá) de ervilha | 1 xícara(chá) de milho | 1 lata de atum | 2 tomates picadinhos | 1 dente de alho amassado | 2 colheres(sopa) de manjericão picadinho | sal e pimenta a gosto | 15 azeitonas pretas sem caroço | suco de 1/2 limão | 2 colheres(sopa) de azeite de oliva | salsinha a gosto;Cozinhe o macarrão conforme as instruções da embalagem deixando al dente. | Prepare o molho misturando a ervilha, milho, tomate, manjericão, alho, sal, pimenta, atum, azeite de oliva e limão Sirva frio.;Sem lactose | Sem açúcar | Sem ovo;https://pt.petitchef.com/imgupl/recipe/salada-de-macarrao-parafuso-com-atum--47155p57772.webp
165;Sardinha na pressão;Entrada;Muito Fácil;30 min;765 Kcal;4.53;1 kg de sardinha | 2 cebolas | 1 tomate | 1 pimentão verde | 1 pimentão vermelho | 1 xícara de azeite | 1 xícara de vinho branco seco | 5 dentes de alho | 3 folhas de louro | ramos de salsinha | sal | 1 pimenta dedo de moça média macerada;Abra as sardinha e retire a cabeça, as escamas e espinhas. Tempere com, sal e alho. Fazer uma cama na panela de pressão com uma cebola cortada em rodelas. Colocar as sardinhas e cobri-las com os demais ingredientes, finalizando com o azeite e o vinho. Levar ao fogo e, quando começar a ferver deixar mais 20 minutos e apagar o fogo. Abrir a panela só quando estiver totalmente fria, de preferência no dia seguinte. É uma ótima entrada que pode ser servida com pão italiano e se conserva na geladeira por 15 dias.;Sem glúten | Sem lactose | Sem açúcar | Sem ovo;https://pt.petitchef.com/imgupl/recipe/sardinha-na-pressao--25795p31951.webp
166;Paté de atum;Entrada;Muito Fácil;;102 Kcal;4.31;2 latas de Atum | 1/4 Cebola | 2 Ovos | Maionese | Coentros;Pique a cebola e junte o atum, escorrido e esmagado com um garfo. | Ao preparado anterior, junte a gema dos ovos cozidos picada e a maionese, envolvendo bem. | Polvilhe com os coentros picados e mexa até ficar bem misturado.;Sem glúten | Sem lactose | Sem açúcar;https://pt.petitchef.com/imgupl/recipe/pate-de-atum--50991p63803.webp
167;Salada de repolho e abacaxi;Entrada;Muito Fácil;45 min;4015 Kcal;4.56;7 xícaras (chá) de repolho (cortado em tiras não muito finas) | 3 xícaras (chá) de abacaxi (fresco) cortado em cubos | 2 xícaras (chá) de maçã sem a casca e cortada em cubos | Suco de 1 limão pequeno (se for grande use metade apenas) | ½ xícara de cheiro-verde picado (salsa e cebolinha) | 1 pimenta dedo-de-moça sem sementes picada | 400 gr de maionese | Azeite à gosto;Depois de higienizar bem as tiras de repolho coloque-o num escorredor de massas e junte 2 colheres (sopa de maionese) misture muito bem e deixe repousar por 30 minutos. | Coloque os cubinhos abacaxi sobre uma peneira e deixe-os escorrer por 30 minutos também. | Misture os cubinhos de maçã com o suco de limão. | Após esse tempo aperte ligeiramente o repolho com as costas de uma colher ou usando as mãos. | Coloque- o num recipiente grande. | Escorra o abacaxi e junte-o também, adicione os cubinhos de maçã, a pimenta picada e o cheiro-verde. | Tempere com azeite a gosto e adicione a maionese, misture bem passe para um prato de serviço e sirva.;;https://pt.petitchef.com/imgupl/recipe/salada-de-repolho-e-abacaxi--123926p185147.webp
168;Salada salpicão de frango;Entrada;Médio;45 min;324 Kcal;4.48;2 peitos grandes de frango (desfiado) | 3 pimentos (verde, vermelho e amarelo) | 3 maçãs verdes (com casca cortadas em cubos) | 4 batatas cozidas (aos quadradrinhos) | 1 cebola média picada | 4 talos de salsão (aipo), cortados bem miudinho | uva passa (a gosto) | azeitonas pretas e verdes (picadas) | 1 lata de creme de leite (natas) | 1 vidro pequeno de maionese;Em um recipiente grande misture bem todos os ingredientes e adicione sal a gosto. Transfira para uma saladeira prato grande e decore com abacaxi/ananás e cerejas frescas. Você ainda pode alterar esta salada substituindo o peito de frango comum por peito de frango defumado, que fica maravilhoso. A foto foi extraída da internet.;Sem glúten | Sem açúcar;https://pt.petitchef.com/imgupl/recipe/salada-salpicao-de-frango--2633p3097.webp
169;Gambas ao alhinho com tempero de ervas aromaticas;Entrada;Médio;40 min;46 Kcal;4.34;Gambas q.b (com ou sem casca, desta vez optei por usar miolo de gamba) | Azeite q.b. | Alho q.b. | Sal | Coentros e salsa secos (mistura de ervas) | Sumo de limão;Comecei por descongelar as gambas e deixar escorrer bem a água. | Numa frigideira coloquei o alho picado e o azeite, deixei começar a ferver e acrescentei as gambas. Temperei de sal. | Deixei fritar, lentamente, temperei das ditas ervas aromáticas. | No final, espremi 1/2limão por cima e deixei apurar.;Sem glúten | Sem lactose | Sem açúcar | Sem ovo;https://pt.petitchef.com/imgupl/recipe/gambas-ao-alhinho-com-tempero-de-ervas-aromaticas--46948p57447.webp
170;Bolinho de bacalhau;Entrada;Médio;1 hora;143 Kcal;4.5;500 g de bacalhau (para facilitar, compre desfiado e dessalgado) | 400 g de batata | ½ cebola picada | 1 ovo | 1 colher de azeite | Salsa picadinha a gosto (mas o ideal é colocar bastante, pelo menos 2 colheres de sopa bem cheias) | Pimenta do reino preta a gosto;Se o bacalhau já estiver desfiado e dessalgado, pule direto para a etapa 3. | Se o bacalhau não estiver já desfiado e dessalgado, faça: a. Dessalge o bacalhau colocando-o de molho na água por 24h na geladeira, trocando a água sempre que possível. b. Escorra-o e coloque-o em água fervente até levantar fervura. c. Escorra-o novamente e retire a pele e espinhas. d. Desfie-o (já li em alguns lugares a técnica de embrulhá-lo com um pano de prato e esfregá-lo até desfiar  ou pode-se também ralá-lo). e. Reserve. | Cozinhe as batatas (Dica: o melhor é cozinhá-las com casca para que não crie água) e esprema-as, criando um purê. | Bata a clara em neve e depois adicione a gema, o bacalhau, o purê, a cebola, o azeite, a salsinha e pimenta do reino. Misture bem. | Aqueça bem o óleo ou azeite para fritar. Quando o óleo/azeite estiver bem quente, forme os bolinhos com uma colher e coloque-os para fritar até dourar. | Coloque-os em um papel toalha para escorrer um pouco o óleo e pronto!!!;Sem glúten | Sem lactose | Sem açúcar;https://pt.petitchef.com/imgupl/recipe/bolinho-de-bacalhau--26028p32209.webp
171;Suflê de cenoura;Entrada;Muito Fácil;35 min;465 Kcal;4.46;2 cenouras raladas | 2 ovos separados | 1 dente de alho | 1/2 cebola picada | 1 colher (sopa) de manteiga | 1 xícara de leite ( eu normalmente uso o desnatado) | 1 colher (sopa) de farinha de trigo | 1/2 xícara de queijo ralado | Sal e pimenta-do-reino a gosto | Salsinha para salpicar;Em uma panela, derreta a manteiga, frite a cebola e o alho. Dissolva a farinha no leite, e acrescente à mistura, mexendo sempre. | Acrescente as gemas, a cenoura ralada, o sal, a pimenta e deixe cozinhar até formar um creme. Desligue o forno o deixe esfriar. | Misture o queijo e separe um pouco para polvilhar o suflê, e delicadamente misture as claras em neve. | Com a margarina unte uma vasilha refratária ou essa da foto própria para suflê. Coloque a mistura, polvilhe com queijo ralado e a salsinha e leve ao forno em temperatura média, até crescer e dourar. | Dicas: Você pode colocar alho-poró (alho-francês) para incrementar o refogado. Você não pode colocar numa vasilha muito grande senão ele não cresce. As claras não podem ser batidas em excesso senão perdem a capacidade de expandir o suflê. O forno eu prefiro em temperatura média. Não tire imediatamente do forno espere alguns minutos. E se mesmo assim o seu suflê murchar relaxe, o sabor vai continuar ótimo. | Bom Apetite !;Vegetariano | Sem açúcar;https://pt.petitchef.com/imgupl/recipe/sufle-de-cenoura--147396p220236.webp
